feedback_id;q1;q2;q3;q4;q5;q6;q7;q8
35549785;Desktop;10;5;4;4;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop,I have free delivery on Allegro;54
35549769;Desktop;10;4;5;4;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,I have free delivery on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro;1992
35549162;Desktop;9;1;1;3;No, I'm only browsing through available products;-;1975
35548939;Mobile Phone;7;5;5;5;No, I'm only browsing through available products;-;1981
35547693;Desktop;8;3;4;5;Yes, I want to select products that I will buy later;I have free delivery on Allegro,I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop;1962
35547391;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro;1988
35547237;Desktop;10;5;2;4;No, I'm only browsing through available products;-;63
35546834;Desktop;9;5;4;3;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop,Allegro is the cheapest,There is no shop in my neighborhood that offers the products that I can find on Allegro;1999
35546698;Desktop;10;4;4;4;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro;1972
35546357;Desktop;7;4;4;3;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro;2000
35546019;Desktop;6;3;4;4;No, I'm only browsing through available products;-;1939
35545714;Desktop;9;2;4;4;No, I'm only browsing through available products;-;1999
35544796;Desktop;10;4;3;4;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1949
35543434;Desktop;8;5;3;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop;1974
35543396;Mobile Phone;10;5;5;5;No, I'm only browsing through available products;-;1982
35543196;Desktop;9;4;4;5;No, I'm only browsing through available products;-;1965
35542988;Desktop;5;3;1;2;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1980
35542752;Desktop;10;3;4;5;No, I'm only browsing through available products;-;2003
35542730;Desktop;9;4;4;4;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro;1961
35542302;Desktop;10;3;5;5;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro,Allegro is the most convenient shop;1974
35541818;Tablet;10;5;5;5;No, I'm only browsing through available products;-;1978
35541817;Desktop;7;2;3;4;No, I'm only browsing through available products;-;1991
35541694;Tablet;9;2;2;4;No, I'm only browsing through available products;-;1983
35541520;Mobile Phone;10;3;5;5;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop;1991
35541262;Mobile Phone;8;2;2;3;No, I'm only browsing through available products;-;1978
35541223;Mobile Phone;10;4;4;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,There is no shop in my neighborhood that offers the products that I can find on Allegro,I have a guarantee of safe shopping on Allegro,Allegro is the cheapest;1971
35541130;Mobile Phone;10;5;5;5;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro;1970
35540634;Mobile Phone;7;2;2;2;Yes, I want to select products that I will buy later;I have free delivery on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro,Allegro is the most convenient shop;1991
35540260;Desktop;10;4;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1993
35540179;Desktop;0;1;2;2;Yes, I want to select products that I will buy later;Other reasons;1980
35539244;Desktop;10;5;5;5;No, I'm only browsing through available products;-;1959
35538927;Mobile Phone;6;4;4;4;No, I'm only browsing through available products;-;1979
35538867;Desktop;3;1;2;2;No, I'm only browsing through available products;-;199
35538810;Mobile Phone;10;3;3;4;Yes, I want to select products that I will buy later;I have free delivery on Allegro;1983
35538066;Desktop;9;3;4;4;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,I have a guarantee of safe shopping on Allegro,There is no shop in my neighborhood that offers the products that I can find on Allegro,I have free delivery on Allegro;1965
35538003;Mobile Phone;10;5;5;2;Yes, I want to select products that I will buy later;I have free delivery on Allegro,Allegro is the most convenient shop,There is no shop in my neighborhood that offers the products that I can find on Allegro;1983
35537897;Mobile Phone;10;5;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,I have free delivery on Allegro;1985
35537216;Mobile Phone;10;5;5;5;No, I'm only browsing through available products;-;1996
35537033;Mobile Phone;6;4;4;4;No, I'm only browsing through available products;-;1977
35536565;Mobile Phone;10;4;4;5;No, I'm only browsing through available products;-;1997
35536487;Desktop;4;1;1;3;No, I'm only browsing through available products;-;1951
35535870;Mobile Phone;10;3;4;5;No, I'm only browsing through available products;-;1985
35535817;Desktop;10;3;1;3;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop;2000
35535334;Desktop;10;5;4;5;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop,There is no shop in my neighborhood that offers the products that I can find on Allegro;1958
35534378;Desktop;8;3;4;4;No, I'm only browsing through available products;-;1967
35533813;Desktop;10;3;4;5;No, I'm only browsing through available products;-;1992
35533596;Mobile Phone;10;5;5;5;No, I'm only browsing through available products;-;1979
35533573;Desktop;8;4;5;4;No, I'm only browsing through available products;-;1963
35533498;Desktop;1;5;5;3;No, I'm only browsing through available products;-;1968
35533314;Desktop;10;3;3;5;No, I'm only browsing through available products;-;1977
35533265;Desktop;7;4;4;3;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,I have free delivery on Allegro,I have a guarantee of safe shopping on Allegro;1955
35532979;Desktop;3;2;3;3;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1952
35532890;Mobile Phone;10;3;4;5;Yes, I want to select products that I will buy later;There is no shop in my neighborhood that offers the products that I can find on Allegro;1989
35532662;Desktop;9;4;4;5;Yes, I want to buy something in the next few minutes;There is no shop in my neighborhood that offers the products that I can find on Allegro,Allegro is the cheapest;1986
35532346;Desktop;6;5;4;3;Yes, I want to select products that I will buy later;I have free delivery on Allegro,Allegro is the most convenient shop,There is no shop in my neighborhood that offers the products that I can find on Allegro,I have a guarantee of safe shopping on Allegro,Allegro is the cheapest;1978
35532142;Mobile Phone;2;1;2;5;No, I'm only browsing through available products;-;Xxxx
35531868;Desktop;10;3;4;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1962
35531762;Desktop;9;3;3;4;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro;1978
35531365;Mobile Phone;10;4;4;5;Yes, I want to select products that I will buy later;I have free delivery on Allegro;1992
35530821;Desktop;10;3;5;5;Yes, I want to buy something in the next few minutes;There is no shop in my neighborhood that offers the products that I can find on Allegro;1974
35530542;Mobile Phone;10;5;5;5;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro;2003
35529963;Desktop;8;3;1;2;No, I'm only browsing through available products;-;1975
35529738;Desktop;10;5;3;4;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop;1955
35529667;Desktop;10;5;5;5;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop;47
35529568;Desktop;10;3;3;5;Yes, I want to buy something in the next few minutes;I have free delivery on Allegro,Allegro is the most convenient shop,There is no shop in my neighborhood that offers the products that I can find on Allegro,I have a guarantee of safe shopping on Allegro;1986
35528098;Desktop;1;1;1;1;No, I'm only browsing through available products;-;1969
35528066;Desktop;9;5;4;4;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1986
35527585;Mobile Phone;8;3;5;5;No, I'm only browsing through available products;-;1987
35527553;Mobile Phone;8;5;4;5;No, I'm only browsing through available products;-;2003
35527355;Desktop;10;3;3;3;No, I'm only browsing through available products;-;51
35526746;Mobile Phone;9;5;5;1;No, I'm only browsing through available products;-;1992
35526485;Desktop;10;5;5;5;No, I'm only browsing through available products;-;1973
35526136;Mobile Phone;7;3;2;4;No, I'm only browsing through available products;-;2000
35525702;Desktop;10;5;4;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1963
35525659;Desktop;10;5;5;5;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro;1961
35525655;Desktop;10;3;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop;1984
35525178;Mobile Phone;9;3;4;4;Yes, I want to select products that I will buy later;I have a guarantee of safe shopping on Allegro;2000
35525157;Mobile Phone;6;3;4;3;No, I'm only browsing through available products;-;23
35525094;Desktop;10;5;5;5;Yes, I want to select products that I will buy later;Allegro is the most convenient shop,Allegro is the cheapest;1989
35524985;Desktop;10;4;5;4;Yes, I want to buy something in the next few minutes;Allegro is the most convenient shop,I have free delivery on Allegro,Allegro is the cheapest;1977
35523212;Desktop;10;3;3;4;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro,Allegro is the most convenient shop,There is no shop in my neighborhood that offers the products that I can find on Allegro,I have free delivery on Allegro,Allegro is the cheapest;1986
35523135;Mobile Phone;10;5;5;5;Yes, I want to buy something in the next few minutes;I have a guarantee of safe shopping on Allegro;1985
